CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL2057827	1353582	CHEMBL2057827	1353582		1e	414.42	4.82	163.85	0	Nc1ccc(cc1NC(=O)c2ccc(OCCN=[N+]=[N-])c(c2)N=[N+]=[N-])c3ccccc3	10954299	IC50	=	830	nM	6.08			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	829148	CHEMBL2059970	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 24 hrs measured after 35 mins by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057828	1353583	CHEMBL2057828	1353583		1f	420.45	4.78	192.09	0	Nc1ccc(cc1NC(=O)c2ccc(OCCN=[N+]=[N-])c(c2)N=[N+]=[N-])c3cccs3	10954300	IC50	=	750	nM	6.12			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	829148	CHEMBL2059970	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 24 hrs measured after 35 mins by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057820	1353575	CHEMBL2057820	1353575		2a	492.53	5.43	143.19	1	Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)OCc3cccc(c3)N=[N+]=[N-])cc2)c4ccccc4	10954302	IC50	=	320	nM	6.49			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	829148	CHEMBL2059970	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 24 hrs measured after 35 mins by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057821	1353576	CHEMBL2057821	1353576		2b	547.57	6.13	192.95	2	Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)OCc3cc(CN=[N+]=[N-])cc(c3)N=[N+]=[N-])cc2)c4ccccc4	10954303	IC50	=	350	nM	6.46			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	829148	CHEMBL2059970	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 24 hrs measured after 35 mins by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL98	11305	CHEMBL98	11305	VORINOSTAT	SAHA	264.32	2.01	78.43	0	ONC(=O)CCCCCCC(=O)Nc1ccccc1	10954305	IC50	=	260	nM	6.59			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	829148	CHEMBL2059970	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 24 hrs measured after 35 mins by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL1851943	1192622	CHEMBL1851943	1192622		21, SB939	358.48	3.71	70.39	0	CCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCN(CC)CC	14927528	Ki	=	16	nM	7.8			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1390369	CHEMBL3391447	B	Inhibition of recombinant human HDAC-2 expressed in baculovirus infected insect Sf9 cells using Fluor de Lys as substrate preincubated for 2 hrs followed by substrate addition measured after 10 mins by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		85880	CHEMBL3390834		MedChemComm	2012	3	2	135			
CHEMBL98	11305	CHEMBL98	11305	VORINOSTAT	SAHA	264.32	2.01	78.43	0	ONC(=O)CCCCCCC(=O)Nc1ccccc1	13878335	IC50	=	110	nM	6.96			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1284313	CHEMBL3108334	B	Inhibition of recombinant HDAC2 (unknown origin) using Fluor-de-Lys-SIRT1 as substrate by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	76491	CHEMBL3102702	24328302	J. Nat. Prod.	2014	77	1	49			
CHEMBL3104855	1612941	CHEMBL3104855	1612941		10	358.3	3.22	148.43	0	Cc1c(O)c(O)c2oc(cc2c1C=O)c3c(C)c(O)c(O)c(O)c3C=O	13878336	IC50	=	9100	nM	5.04			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1284313	CHEMBL3108334	B	Inhibition of recombinant HDAC2 (unknown origin) using Fluor-de-Lys-SIRT1 as substrate by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	76491	CHEMBL3102702	24328302	J. Nat. Prod.	2014	77	1	49			
CHEMBL3104851	1612937	CHEMBL3104851	1612937		1	374.3	2.3	153.74	0	Cc1c(O)c(O)c2O[C@H]3O[C@H](C(=O)c4c(O)c(O)c(O)c(C)c34)c2c1C=O	13878337	IC50	=	10000	nM	5			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1284313	CHEMBL3108334	B	Inhibition of recombinant HDAC2 (unknown origin) using Fluor-de-Lys-SIRT1 as substrate by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	76491	CHEMBL3102702	24328302	J. Nat. Prod.	2014	77	1	49			
CHEMBL3110023	1615229	CHEMBL3110023	1615229		33	257.29	1.16	67.15	0	Cn1cc(cn1)[C@H]2[C@@H]([C@@H]2c3ccccc3)C(=O)NO	13896924	IC50	>	50000	nM				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1287880	CHEMBL3112164	B	Inhibition of human recombinant full length HDAC2 using (Ac)Arg-Gly-Lys(Ac) as substrate after 60 mins by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			76664	CHEMBL3108758	24261862	J. Med. Chem.	2013	56	24	9934			
CHEMBL98	11305	CHEMBL98	11305	VORINOSTAT	4, SAHA	264.32	2.01	78.43	0	ONC(=O)CCCCCCC(=O)Nc1ccccc1	13896926	IC50	=	920	nM	6.04			1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1287880	CHEMBL3112164	B	Inhibition of human recombinant full length HDAC2 using (Ac)Arg-Gly-Lys(Ac) as substrate after 60 mins by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	76664	CHEMBL3108758	24261862	J. Med. Chem.	2013	56	24	9934			
CHEMBL3110281	1615489	CHEMBL3110281	1615489		14e	365.45	3.52	110.06	0	OC1=CC=CN(CCCCCn2cc(nn2)c3cccc(c3)C#N)C1=S	13890343	IC50	=	3680	nM	5.43			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1286645	CHEMBL3111120	B	Inhibition of HDAC2 (unknown origin) expressed in Escherichia coli BL21 (DE3) using GRKacYGC as substrate after 60 mins by SAMDI mass spectrometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	76678	CHEMBL3108745	24304348	J. Med. Chem.	2013	56	24	9969			
CHEMBL3098687	1609458	CHEMBL3098687	1609458		16	432.51	1.19	136.63	0	ONC(=O)CCCCC[C@H](NC(=O)[C@@H]1CCCC(=O)N1)C(=O)NCCc2ccccc2	13867796	IC50	=	956	nM	6.02			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1282240	CHEMBL3102465	B	Inhibition of human HDAC2 using RHKK(Ac) as substrate by fluorimetric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	76432	CHEMBL3098008	24345446	Bioorg. Med. Chem. Lett.	2014	24	1	61			
CHEMBL1089495	621496	CHEMBL1089495	621496		32	332.32	2.95	78.43	0	ONC(=O)CCCCCCC(=O)Nc1cccc(c1)C(F)(F)F	13867803	IC50	=	165	nM	6.78			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1282240	CHEMBL3102465	B	Inhibition of human HDAC2 using RHKK(Ac) as substrate by fluorimetric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	76432	CHEMBL3098008	24345446	Bioorg. Med. Chem. Lett.	2014	24	1	61			
CHEMBL3098692	1609463	CHEMBL3098692	1609463		12	404.46	.85	136.63	0	ONC(=O)CCCCC[C@H](NC(=O)C1CCCNC1=O)C(=O)Nc2ccccc2	13867809	IC50	=	689	nM	6.16			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1282240	CHEMBL3102465	B	Inhibition of human HDAC2 using RHKK(Ac) as substrate by fluorimetric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	76432	CHEMBL3098008	24345446	Bioorg. Med. Chem. Lett.	2014	24	1	61			
CHEMBL98	11305	CHEMBL98	11305	VORINOSTAT	SAHA, Vorinostat	264.32	2.01	78.43	0	ONC(=O)CCCCCCC(=O)Nc1ccccc1	13867813	IC50	=	921	nM	6.04			1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1282240	CHEMBL3102465	B	Inhibition of human HDAC2 using RHKK(Ac) as substrate by fluorimetric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	76432	CHEMBL3098008	24345446	Bioorg. Med. Chem. Lett.	2014	24	1	61			
CHEMBL484489	500081	CHEMBL484489	500081		37	328.77	2.72	78.43	0	ONC(=O)CCCCCNC(=O)\C=C\c1ccc(Cl)cc1F	2306401	IC50	=	3	nM	8.52			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	521104	CHEMBL960365	B	Inhibition of human recombinant HDAC2	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	46897	CHEMBL1137690	18672316	Eur. J. Med. Chem.	2009	44	3	1067			
CHEMBL519943	474721	CHEMBL519943	474721		7e	393.46	3.1	109.91	0	ONC(=O)c1ccc(CN2[C@@H](Cc3cccs3)C(=O)Nc4ccccc24)cc1	2489478	IC50	=	1480	nM	5.83			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	515266	CHEMBL991290	B	Inhibition of human recombinant histone deacetylase 2	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	45582	CHEMBL1143301	19111466	Bioorg. Med. Chem. Lett.	2009	19	3	688			
CHEMBL481018	474661	CHEMBL481018	474661		7f	423.41	3.85	81.67	0	ONC(=O)c1ccc(CN2[C@H](Cc3ccc(F)c(F)c3)C(=O)Nc4ccccc24)cc1	2489479	IC50	=	460	nM	6.34			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	515266	CHEMBL991290	B	Inhibition of human recombinant histone deacetylase 2	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	45582	CHEMBL1143301	19111466	Bioorg. Med. Chem. Lett.	2009	19	3	688			
CHEMBL483892	508339	CHEMBL483892	508339		10b	439.48	3.92	109.14	0	ONC(=O)CCCCCCC(=O)Nc1cccc(c1)c2cn(Cc3ccc(F)cc3)nn2	2351864	IC50	=	77.4	nM	7.11			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	556910	CHEMBL954936	B	Inhibition of HDAC2	1	Scientific Literature				Intermediate	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			42183	CHEMBL1150413	18494463	J. Med. Chem.	2008	51	12	3437			
CHEMBL483494	508153	CHEMBL483494	508153		6b	439.48	3.92	109.14	0	ONC(=O)CCCCCCC(=O)Nc1ccc(cc1)c2cn(Cc3ccc(F)cc3)nn2	2351868	IC50	=	294	nM	6.53			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	556910	CHEMBL954936	B	Inhibition of HDAC2	1	Scientific Literature				Intermediate	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			42183	CHEMBL1150413	18494463	J. Med. Chem.	2008	51	12	3437			
CHEMBL1213459	685303	CHEMBL1213459	685303	DEPUDECIN	Depudecin	212.24	.08	65.52	0	C[C@@H](O)[C@H]1O[C@H]1\C=C\[C@@H]2O[C@H]2[C@H](O)C=C	3389931	Ki	=	12500	nM	4.9			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	646842	CHEMBL1216983	B	Inhibition of human HDAC2	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	52156	CHEMBL1212811	20139990	Nat. Chem. Biol.	2010	6	3	238			
CHEMBL1800244	1161307	CHEMBL1800244	1161307		10	315.39	2.06	97.25	0	CC(=O)Nc1ccc(cc1)C(=O)CSc2nc(C)cc(C)n2	6283033	IC50	>	100000	nM				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	757634	CHEMBL1804891	B	Inhibition of recombinant HDAC2 assessed as inhibition of fluorogenic aminocoumarin release from substrate by trypsin-coupled biochemical assay	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			58268	CHEMBL1800036	21696956	Bioorg. Med. Chem. Lett.	2011	21	14	4164			
CHEMBL1800249	1161312	CHEMBL1800249	1161312		15	319.38	1.89	120.64	0	CC(=O)Nc1ccc(cc1)C(O)CSc2nc(C)cc(O)n2	6283038	IC50	>	100000	nM				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	757634	CHEMBL1804891	B	Inhibition of recombinant HDAC2 assessed as inhibition of fluorogenic aminocoumarin release from substrate by trypsin-coupled biochemical assay	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			58268	CHEMBL1800036	21696956	Bioorg. Med. Chem. Lett.	2011	21	14	4164			
CHEMBL1834367	1178411	CHEMBL1834367	1178411		TM-2-104	284.38	3.87	73.22	0	C[C@H](NC(=S)NC(=O)c1ccccc1)c2ccccc2	6376233	Inhibition	=	5	%				0	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	771822	CHEMBL1838694	B	Inhibition of HDAC2 using Fluor-de-Lys as substrate at 100 uM by spectrofluorometry	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			59110	CHEMBL1833857	21865040	Bioorg. Med. Chem. Lett.	2011	21	19	5920			
CHEMBL2333345	1522983	CHEMBL2333345	1522983		13	143.18	1.31	49.33	0	ONC(=O)C1CCCCC1	12680989	IC50	>	33330	nM				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	944722	CHEMBL2340968	B	Inhibition of HDAC2 (unknown origin) assessed as fluorescence intensity measured after 60 mins incubation at room temperature by trypsin-free microfluidic lab-on-a-chip assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			72522	CHEMBL2331470	23368884	J. Med. Chem.	2013	56	4	1772			
CHEMBL2347009	1528833	CHEMBL2347009	1528833		15, rosuva-HA	496.55	1.81	161.32	0	CC(C)c1nc(nc(c1\C=C\[C@@H](O)C[C@@H](O)CC(=O)NO)c2ccc(F)cc2)N(C)S(=O)(=O)C	12718181	IC50	=	600.1	nM	6.22			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	950484	CHEMBL2351477	B	Inhibition of recombinant HDAC2 (unknown origin) after 10 mins by fluorimetric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	72873	CHEMBL2346500	23570542	J. Med. Chem.	2013	56	9	3645			
CHEMBL2381521	1560931	CHEMBL2381521	1560931		7	194.19	.05	78.43	0	CNC(=O)c1cccc(c1)C(=O)NO	13297584	IC50	>	33000	nM				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	958899	CHEMBL2384807	B	Inhibition of HDAC2 (unknown origin) after 60 mins by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			73668	CHEMBL2380312	23672185	J. Med. Chem.	2013	56	11	4816			
CHEMBL98	11305	CHEMBL98	11305	VORINOSTAT	Zolinza, NSC 701852	264.32	2.01	78.43	0	ONC(=O)CCCCCCC(=O)Nc1ccccc1	13395542	IC50	=	232	nM	6.63			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	972661	CHEMBL2410764	B	Inhibition of HDAC2 (unknown origin) using fluorogenic peptide from p53 residues (379 to 382) (RHKK(Ac)) as substrate by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	74303	CHEMBL2406958		ACS Med. Chem. Lett.	2013	4	8	779			
CHEMBL1938433	1273267	CHEMBL1938433	1273267		1	392.45	2.52	78.87	0	ONC(=O)\C=C\c1ccc2OC3(CCN(Cc4ccccc4)CC3)CC(=O)c2c1	13337988	IC50	=	270	nM	6.57			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	964225	CHEMBL2395195	B	Inhibition of HDAC2 (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	73929	CHEMBL2390828	23644210	Eur. J. Med. Chem.	2013	64		273			
CHEMBL1173445	651590	CHEMBL1173445	651590	LARGAZOLE	Largazole	622.86	5.17	205.66	2	CCCCCCCC(=O)SCC\C=C\[C@@H]1CC(=O)NCc2nc(cs2)C3=N[C@@](C)(CS3)C(=O)N[C@@H](C(C)C)C(=O)O1	13472698	IC50	=	900	nM	6.05			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	988355	CHEMBL2437618	B	Inhibition of HDAC2 (unknown origin) using MAZ1600 and MAZ1675 as substrate assessed as fluorogenic release of 7-amino-4-methylcoumarin from substrate by optimized homogenous assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	75140	CHEMBL2434914	24035339	Bioorg. Med. Chem. Lett.	2013	23	21	6025			
CHEMBL99	11501	CHEMBL99	11501	TRICHOSTATIN	1, TSA	302.37	2.77	69.63	0	C[C@H](\C=C(/C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C	13348855	Activity	=	.07	%				0	BAO_0001103	UO_0000187	http://qudt.org/vocab/unit#Percent	967676	CHEMBL2399518	B	Inhibition of recombinant human HDAC2 using Arg-His-Lys-Lys(Ac) as substrate assessed as residual activity at 3.3 x 10'-5 M after 2 hrs by fluorescence assay relative to control	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			74058	CHEMBL2396570	23693069	Bioorg. Med. Chem.	2013	21	13	3795			
CHEMBL1560	444750	CHEMBL1560	444750	CAPTOPRIL	Captopril, Capoten	217.29	.67	96.41	0	C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O	13488739	Inhibition					Not Active		0	BAO_0000376			987733	CHEMBL2439711	B	Inhibition of HDAC2 (unknown origin)-mediated deacetylation at 10 uM preincubated for 5 mins prior to substrate addition measured after 30 mins by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			75182	CHEMBL2434956	24074025	J. Med. Chem.	2013	56	20	7997			
CHEMBL3109983	1615188	CHEMBL3109983	1615188		57	390.36	2.68	69.64	0	ONC(=O)[C@@H]1[C@@H]([C@H]1c2ccc3C(=O)N(CC(F)(F)F)Cc3c2)c4ccccc4	13896921	IC50	>	50000	nM				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1287880	CHEMBL3112164	B	Inhibition of human recombinant full length HDAC2 using (Ac)Arg-Gly-Lys(Ac) as substrate after 60 mins by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			76664	CHEMBL3108758	24261862	J. Med. Chem.	2013	56	24	9934			
CHEMBL3098696	1609467	CHEMBL3098696	1609467		31	256.34	1.83	78.43	0	ONC(=O)CCCCCCC(=O)NC1CCCC1	13867805	IC50	=	4390	nM	5.36			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1282240	CHEMBL3102465	B	Inhibition of human HDAC2 using RHKK(Ac) as substrate by fluorimetric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	76432	CHEMBL3098008	24345446	Bioorg. Med. Chem. Lett.	2014	24	1	61			
CHEMBL2347006	1528830	CHEMBL2347006	1528830		12, lova-HA	437.57	3.02	116.09	0	CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)NO)[C@@H]12	12718184	IC50	=	468.3	nM	6.33			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	950484	CHEMBL2351477	B	Inhibition of recombinant HDAC2 (unknown origin) after 10 mins by fluorimetric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	72873	CHEMBL2346500	23570542	J. Med. Chem.	2013	56	9	3645			
CHEMBL2425965	1581084	CHEMBL2425965	1581084		3m	393.44	3.07	91.23	0	CCC1=Nc2cc(\C=C\C(=O)NO)ccc2C(=O)N1CCc3ccc(OC)cc3	13451916	IC50	=	4780	nM	5.32			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	983628	CHEMBL2427283	B	Inhibition of human recombinant HDAC2 expressed in baculovirus/sf9 cells using RHKKAc as substrate	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	74834	CHEMBL2424579	23905680	J. Med. Chem.	2013	56	17	6775			
CHEMBL2425954	1581073	CHEMBL2425954	1581073		3b	321.33	2.09	82	0	CC1=Nc2ccc(\C=C\C(=O)NO)cc2C(=O)N1c3ccccc3	13451929	IC50	=	7480	nM	5.13			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	983628	CHEMBL2427283	B	Inhibition of human recombinant HDAC2 expressed in baculovirus/sf9 cells using RHKKAc as substrate	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	74834	CHEMBL2424579	23905680	J. Med. Chem.	2013	56	17	6775			
